getter,peers,micros,payload,delay
1,100,100000,32,216
1,100,100000,32,103
1,100,100000,32,105
1,100,100000,32,104
1,100,100000,32,113
1,100,100000,32,42
1,100,100000,32,42
1,100,100000,32,98
1,100,100000,32,59
1,100,100000,32,107
1,100,100000,32,104
1,100,100000,32,105
1,100,100000,32,107
1,100,100000,32,104
1,100,100000,32,91
1,100,100000,32,110
1,100,100000,32,69
1,100,100000,32,42
1,100,100000,32,104
1,100,100000,32,106
1,100,100000,32,104
1,100,100000,32,42
1,100,100000,32,106
1,100,100000,32,106
1,100,100000,32,106
1,100,100000,32,106
1,100,100000,32,104
1,100,100000,32,105
1,100,100000,32,105
1,100,100000,32,104
1,100,100000,32,104
1,100,100000,32,94
1,100,100000,32,90
1,100,100000,32,94
1,100,100000,32,104
1,100,100000,32,106
1,100,100000,32,100
1,100,100000,32,39
1,100,100000,32,105
1,100,100000,32,107
1,100,100000,32,42
1,100,100000,32,103
1,100,100000,32,101
1,100,100000,32,95
1,100,100000,32,103
1,100,100000,32,102
1,100,100000,32,96
1,100,100000,32,104
1,100,100000,32,113
1,100,100000,32,105
1,100,100000,32,102
1,100,100000,32,81
1,100,100000,32,42
1,100,100000,32,95
1,100,100000,32,102
1,100,100000,32,112
1,100,100000,32,105
1,100,100000,32,91
1,100,100000,32,43
1,100,100000,32,105
1,100,100000,32,94
1,100,100000,32,92
1,100,100000,32,106
1,100,100000,32,95
1,100,100000,32,102
1,100,100000,32,42
1,100,100000,32,100
1,100,100000,32,37
1,100,100000,32,94
1,100,100000,32,101
1,100,100000,32,94
1,100,100000,32,107
1,100,100000,32,103
1,100,100000,32,102
1,100,100000,32,103
1,100,100000,32,103
1,100,100000,32,102
1,100,100000,32,102
1,100,100000,32,43
1,100,100000,32,43
1,100,100000,32,104
1,100,100000,32,100
1,100,100000,32,48
1,100,100000,32,42
1,100,100000,32,103
1,100,100000,32,96
1,100,100000,32,99
1,100,100000,32,102
1,100,100000,32,101
1,100,100000,32,101
1,100,100000,32,101
1,100,100000,32,103
1,100,100000,32,103
1,100,100000,32,93
1,100,100000,32,102
1,100,100000,32,103
1,100,100000,32,106
1,100,100000,32,102
1,100,100000,32,98
1,100,100000,32,44
1,100,100000,32,102
1,100,100000,32,105
1,100,100000,32,103
1,100,100000,32,102
1,100,100000,32,98
1,100,100000,32,97
1,100,100000,32,96
1,100,100000,32,96
1,100,100000,32,97
1,100,100000,32,98
1,100,100000,32,93
1,100,100000,32,94
1,100,100000,32,42
1,100,100000,32,42
1,100,100000,32,42
1,100,100000,32,104
1,100,100000,32,102
1,100,100000,32,91
1,100,100000,32,99
1,100,100000,32,74
1,100,100000,32,40
1,100,100000,32,91
1,100,100000,32,101
1,100,100000,32,93
1,100,100000,32,96
1,100,100000,32,92
1,100,100000,32,91
1,100,100000,32,93
1,100,100000,32,42
1,100,100000,32,41
1,100,100000,32,93
1,100,100000,32,105
1,100,100000,32,90
1,100,100000,32,91
1,100,100000,32,92
1,100,100000,32,94
1,100,100000,32,92
1,100,100000,32,93
1,100,100000,32,91
1,100,100000,32,92
1,100,100000,32,41
1,100,100000,32,39
1,100,100000,32,104
1,100,100000,32,43
1,100,100000,32,42
1,100,100000,32,91
1,100,100000,32,90
1,100,100000,32,94
1,100,100000,32,93
1,100,100000,32,93
1,100,100000,0,271
